id,name,competitionId,falseData
2615,Közép-Magyarország Területi Bajnokság - TB Junior II D Standard 2023.02.26,2615,0
2616,RITMO KUPA - Junior II E LAT 2022.06.04,2616,0
2617,"XI FORMA kupa D országos Bajnokság, U 21 Tíztánc Magyar Bajnoksága - Ifjúsági E Standard 2017.10.14",2617,0
2618,Kelet-Magyarország TB - TB Junior II E Standard 2025.03.01,2618,0
2619,Nyugat-Magyarország Területi Bajnokság - TB Felnőtt B LAT 2024.03.02,2619,0
2620,"ISIS DANCE OPEN: Felnőtt-Ifjúsági Tíztánc ranglista, Junior Standard ranglista - Ifjúsági E LAT 2015.10.17",2620,0
2621,Hungarian Open - Ifjúsági D Standard 2017.11.11,2621,0
2622,33. Bem kupa - Gyermek II E Standard 2022.10.16,2622,0
2623,SAVARIA Táncverseny - Junior I D LAT 2023.09.24,2623,0
2624,"E Hattánc Országos Bajnokság, D Nyolctánc Országos Bajnokság - Senior II E 6T - ORSZÁGOS BAJNOKSÁG 2018.02.17",2624,0
2625,-  0000.00.00,2625,0
2626,DanceNet Kupa - Szóló Junior II. E Standard 2025.01.25,2626,0
2627,Kelet-Magyarország Területi Bajnokság - TB Junior II B LAT 2024.03.02,2627,0
2628,Kelet-Magyarország Területi Bajnokság - TB Felnőtt S LAT 2017.03.18,2628,0
2629,"Felnőtt, Ifjúsági Standard Junior Tíztánc Ranglista és klubközi verseny - Junior II. ""E"" LAT 2014.11.29",2629,0
2630,"Tíztánc Magyar Bajnokság, Nyolctánc Magyar Bajnokság - MB Junior I  Tíztánc 2023.03.18",2630,0
2631,XX. Lászlóvill Kupa - Felnőtt C LAT 2022.05.21,2631,0
2632,"Ametiszt Kupa és Senior-Felnőtt-Ifjúsági tíztánc, Junior latin, Profi standard RL - Gyermek II D Standard 2023.10.28",2632,0
2633,"Felnőtt-ifjúsági Tíztánc, Junior Standard, Senior Tíztánc és Professzionista Latin Ranglista verseny - Ifjúsági C LAT 2018.02.24",2633,0
2634,"Felnőtt-Ifjúsági Latin, Junior Standard Ranglista , Senior Latin Ranglista - Ifjúsági C Standard 2017.05.14",2634,0
2635,"V. Eraklin Kupa, E Országos Bajnokság, U21 Tíztánc Magyar Bajnokság - Junior II D Standard 2015.10.24",2635,0
2636,Euroline Kupa Országos Ranglista Táncverseny - Szabadidősport-OB-Ifjúsági-LAT 2015.03.14,2636,0
2637,Ametiszt Kupa - Ifjúsági D LAT 2022.10.29,2637,0
2638,TáncSport Magyar Bajnokság és WDSF Hungarian Dance Open 2019 - MB Professzionista Felnőtt LAT 2019.02.03,2638,0
2639,iDance2019-C Országos Bajnokság és Klubközi Táncverseny - OB Ifjúsági C LAT 2019.11.16,2639,0
2640,X. Kner Kupa - klubközi táncverseny - Ifjúsági E Standard 2018.04.29,2640,0
2641,"Senior-Felnőtt-Ifjúsági Tíztánc, Junior Standard, Profi Latin RL és Klubközi verseny - Junior I E LAT 2024.06.01",2641,0
2642,"SZIGO Kupa Felnőtt-Ifjúsági Tíztánc, Junior Latin, Senior Standard Ranglista és Klubközi Táncverseny - Ifjúsági C Standard 2016.05.21",2642,0
2643,Forma Kupa - D Országos Bajnokság - Felnőtt C LAT 2021.10.02,2643,0
2644,Ritmo Kupa - Szóló Junior I. D LAT 2024.11.09,2644,0
2645,XIV. Ritmo Kupa Klubközi és Szabadidős Táncverseny - Gyerek II. lány szóló latin középhaladó 2018.09.29,2645,0
2646,Nyugat-Magyarország Területi Bajnokság - TB Ifjúsági C LAT 2016.03.12,2646,0
2647,-  0000.00.00,2647,0
2648,Nyugat-Magyarország TB - TB Junior I C Standard 2025.03.01,2648,0
2649,Balaton Summer Táncverseny - Gyermek II E Standard 2021.08.15,2649,0
2650,-  0000.00.00,2650,0
2651,Nyugat-Magyarország Területi Bajnokság - TB Gyermek II D Standard 2017.03.18,2651,0
2652,DanceNet Kupa - Szóló Junior D LAT 2023.12.17,2652,0
2653,Szoke Tisza 2019. Klubközi Nemzetközi Táncverseny - Gyermek II E Standard 2019.06.15,2653,0
2654,XI. Eraklin Kupa- D Országos Bajnokság - OB Senior IV D LAT 2022.10.08,2654,0
2655,IX. Eraklin Kupa Klubközi Táncverseny - Junior I E Standard 2019.11.03,2655,0
2656,XI. FEKETE SAS KUPA - Junior II E LAT 2016.11.20,2656,0
2657,12. Danza Kupa - Junior II E Hattánc 2020.03.01,2657,0
2658,Kelet-Magyarország Területi Bajnokság - Felnőtt - B LAT 2014.02.22,2658,0
2659,MTÁSZ Pest-megyei Régió Bajnokság - TB Junior II C LAT 2016.03.12,2659,0
2660,35. Bem kupa - Szóló Junior I. D LAT 2024.09.28,2660,0
2661,TáncSport Magyar Bajnokság 2020 - MB Senior IV  Standard 2020.10.04,2661,0
2662,"XI. RexTerra Kupa U21 Latin MB - Junior I. ""D"" Standard 2014.09.28",2662,0
2663,"TáncSport Magyar Bajnokság, C és B Tíztánc Országos Bajnokság - Junior I E Standard 2023.04.16",2663,0
2664,XIV. Hatvan Kupa - Szóló Felnőtt D LAT 2022.05.07,2664,0
2665,Kelet-Magyarország Területi Bajnokság - TB Junior II D LAT 2015.03.07,2665,0
2666,II. C&M KUPA - Junior I C LAT 2017.10.08,2666,0
2667,-  0000.00.00,2667,0
2668,XXII. ZÁNKAI TÁNCFESZTIVÁL - Junior I E LAT 2016.08.26,2668,0
2669,"II. Pro-Art Grand Prix U21 Standard MB - Junior II. ""D"" LAT 2014.09.13",2669,0
2670,XIV. Hatvan Kupa - Ifjúsági C LAT 2022.05.07,2670,0
2671,C és B Tíztánc Országos Bajnokság és Klubközi Táncverseny - Gyermek I E LAT 2016.04.02,2671,0
2672,-  0000.00.00,2672,0
2673,TáncSport Magyar Bajnokságok klubközi verseny - Ifjúsági C LAT 2024.03.23,2673,0
2674,XVI. FEKETE SAS KUPA - Ifjúsági C LAT 2021.11.06,2674,0
2675,XV. RexTerra Kupa - Junior II D Standard 2021.11.13,2675,0
2676,Nyugat-Magyarország Területi Bajnokság - TB Ifjúsági D LAT 2015.03.07,2676,0
2677,B-A-S és Senior Open Országos Bajnokság és Klubközi Táncverseny - OB Senior II Open LAT 2024.11.30,2677,0
2678,XXIII.Zánkai Táncfesztivál (2017) - Felnőtt C LAT 2017.08.19,2678,0
2679,VI. Danza Kupa - Ifjúsági C LAT 2016.09.18,2679,0
2680,"Nyolctánc, Tíztánc Magyar Bajnokság - Junior II E Standard 2024.04.20",2680,0
2681,"Felnőtt-Ifjúsági standard, Junior latin, Senior standard RL, C OB és Klubközi Táncverseny - OB Senior III C LAT 2020.11.08",2681,0
2682,XXIII. Gála Kupa Táncverseny és ParaDance Magyar Bajnokság - Junior I D LAT 2022.10.02,2682,0
2683,XII. Ritmo Kupa - Gyermek II C Standard 2015.09.27,2683,0
2684,"C Tíztánc Országos Bajnokság, B Tíztánc Országos Bajnokság és Klubközi Táncverseny - OB Senior III C Tíztánc 2017.04.01",2684,0
2685,Közép-Magyarország TB - TB Junior II D LAT 2025.03.02,2685,0
2686,Lászlóvill Kupa - Ifjúsági D Standard 2021.06.19,2686,0
2687,Kelet Magyarország Területi Bajnokság - TB Ifjúsági D Standard 2019.03.02,2687,0
2688,III. Sundance Kupa és Ranglista Bajnokság - Junior II D Standard 2019.11.02,2688,0
2689,"Senior-Felnőtt-Ifjúsági Tíztánc, Profi Latin Ranglista és Klubközi Táncverseny - Gyermek II E Standard 2023.02.18",2689,0
2690,Kelet-Magyarország Területi Bajnokság - TB Junior I D LAT 2023.02.25,2690,0
2691,Balaton Summer Táncverseny - Ifjúsági E LAT 2023.08.12,2691,0
2692,23. Bem Kupa - Junior I D Standard 2015.05.17,2692,0
2693,"X. Forma Kupa és C Országos Bajnokság,U21 Standard és Latin Magyar Bajnokság - OB Senior II C LAT 2016.12.03",2693,0
2694,"Felnőtt és Ifjúsági Tíztánc, Junior Latin, Senior Tíztánc és Profi Standard Ranglista - Gyermek I-II E LAT 2019.09.21",2694,0
2695,XI. Kner Kupa- Klubközi és Szabadidősport Táncverseny - Gyermek I-II középhaladó szóló latin 2019.03.24,2695,0
2696,XII. Eraklin Kupa- D Országos Bajnokság - OB Senior II D Standard 2023.10.07,2696,0
2697,Kelet-Magyarország Területi Bajnokság - TB Junior I D Standard 2017.03.18,2697,0
2698,"E hattánc Országos Bajnokság, D nyolctánc Országos Bajnokság és klubközi versenyek - Junior II B LAT 2017.03.04",2698,0
2699,I. Gyulai Táncfesztivál - F-BASIC-STT 2019.07.21,2699,1
2700,Nyugat- Magyarország Területi Bajnokság - TB Junior II E LAT 2023.02.25,2700,0
2701,Balaton Summer Táncverseny - Junior II D Standard 2022.08.13,2701,0
2702,X. Gemenc Kupa - Felnőtt C LAT 2015.03.22,2702,0
2703,Szőke Tisza 2017. WDSF INTERNATIONAL OPEN Nemzetközi Táncverseny - WDSF Junior2 Standard 2017.06.11,2703,0
2704,"Felnőtt-Ifjúsági Latin, Junior Tíztánc Ranglista , Professzionista Standard Ranglista és klubközi verseny - Junior I E Standard 2016.10.08",2704,0
2705,"U21 STANDARD MB,U21 LATIN MB és Kűr MB - Kűr MB Felnőtt  Standard 2021.05.15",2705,0
2706,IV. C&M Kupa - Ifjúsági D LAT 2019.11.09,2706,0
2707,"II. Danza Kupa - Junior II. ""D"" LAT 2014.10.11",2707,0
2708,XXV. Gála Kupa - Senior I D LAT 2024.10.20,2708,0
2709,"SZIGO Kupa Felnőtt-Ifjúsági Tíztánc, Junior Latin, Senior Standard Ranglista és Klubközi Táncverseny - Gyermek II E LAT 2016.05.21",2709,0
2710,V. Danza Kupa - Junior I E Standard 2016.05.08,2710,0
2711,"E Országos Bajnokság, U21 10 Tánc Magyar Bajnokság és Klubközi Verseny - OB Junior II E LAT 2020.09.12",2711,0
2712,XXII. Gála Kupa és ParaDance MB - Felnőtt C Standard 2021.09.19,2712,0
2713,"VIII. Gemenc Kupa E 6Tánc, D 8Tánc OB és U21 Tíztánc Magyar Bajnokság - Felnőtt ""D"" Nyolctánc 2014.03.29",2713,0
2714,-  0000.00.00,2714,0
2715,"Tíztánc, Nyolctánc Magyar Bajnokság - Junior I  Tíztánc 2020.02.22",2715,0
2716,"Kanizsa Kupa - Felnőtt kezdő és haladó, Senior I-II. Kezdő LAT 2014.09.21",2716,0
2717,"Lászlóvill Kupa Felnőtt-Ifjúsági Standard, Junior Tíztánc Ranglista és Klubközi Táncverseny - Junior II D LAT 2016.05.07",2717,0
2718,XIII. FEKETE SAS KUPA - Lányformáció Junior LAT 2018.11.18,2718,0
2719,Közép-Magyarország Területi Bajnokság - Senior III E STT 2021.03.07,2719,0
2720,"B-A-S, Senior Open OB, III.Nyíri Lajos Emlékverseny - Ifjúsági D LAT 2019.12.08",2720,0
2721,"Botafogo Kupa, Országos Ranglista és klubközi táncversenyek - Szóló Felnőtt D LAT 2024.04.27",2721,0
2722,Közép-Magyarország Területi Bajnokság - Senior II C Standard 2022.02.20,2722,0
2723,"E Hattánc Országos Bajnokság, D Nyolctánc Országos Bajnokság - Ifjúsági C LAT 2016.03.06",2723,0
2724,Balaton Summer Táncverseny - Senior III E LAT 2024.08.08,2724,0
2725,XXV. Gála Kupa - Gyermek II E LAT 2024.10.20,2725,0
2726,V. FULLDANCE KUPA - Felnőtt B LAT 2018.09.08,2726,0
2727,-  0000.00.00,2727,0
2728,Balaton Summer Táncverseny - Gyermek I E Standard 2022.08.13,2728,0
2729,TáncSport Magyar Bajnokságok 2017 - Wheelchair Standard duo 2017.02.19,2729,0
2730,C és B Tíztánc Országos Bajnokság és Klubközi Táncverseny - Ifjúsági E LAT 2019.03.23,2730,0
2731,9. Danza Kupa Újpest - Senior I C Standard 2017.10.15,2731,0
2732,Nyugat-Magyarország Területi Bajnokság - Professzionista LAT Területi Bajnokság 2024.03.02,2732,0
2733,"B-A-S, Senior Open Osztályos Országos Társastánc Bajnokság - OB Ifjúsági A LAT 2022.11.26",2733,0
2734,VIII. Kner Kupa- C és B Tíztánc OB és Klubközi Táncverseny - Felnőtt-Senior I D Standard 2015.04.11,2734,0
2735,26. Bem kupa - Junior II D LAT 2017.04.29,2735,0
2736,III. Szoldance Kupa - OB Gyermek I D Nyolctánc 2025.02.08,2736,0
2737,Közép-Magyarország Területi Bajnokság - TB Senior II C LAT 2024.03.03,2737,0
2738,XII Ametiszt Kupa - Junior II E Standard 2016.10.16,2738,0
2739,XII. Eraklin Kupa- D Országos Bajnokság - OB Ifjúsági D Standard 2023.10.07,2739,0
2740,Spirit Kupa C-B Tíztánc Országos Bajnokságok és klubközi verseny - Junior I E Standard 2025.03.09,2740,0
2741,XII. Kner Kupa- D Országos Bajnokság és Klubközi Táncverseny - OB Gyermek II D LAT 2019.10.05,2741,0
2742,TáncSport Magyar Bajnokságok 2018 - Junior II Tíztánc Magyar Bajnokság 2018.02.04,2742,0
2743,Szigo Kupa - Felnőtt E Standard 2023.04.01,2743,0
2744,"C és B Tíztánc, E Hattánc, D Nyolctánc OB és Klubközi Táncverseny - Ifjúsági E LAT 2022.04.09",2744,0
2745,SAVARIA Nemzetközi Táncverseny - Felnőtt C LAT 2024.12.15,2745,0
2746,Szőke Tisza 2018. WDSF INTERNATIONAL OPEN Nemzetközi Táncverseny - INTERNATIONAL OPEN STANDARD 2018.06.17,2746,0
2747,TáncSport Magyar Bajnokságok klubközi verseny - Ifjúsági E Standard 2024.03.23,2747,0
2748,iDanceFesztivál2015 - Ifjúsági E LAT 2015.11.15,2748,0
2749,Botafogo Kupa - C Országos Bajnokság - Junior I E LAT 2021.11.20,2749,0
2750,VIII. Eraklin Kupa Klubközi és Cséplő Dániel Emlékkupa Szabadidős Táncverseny - Felnőtt D Standard 2018.11.11,2750,0
2751,"E OB, U21 10 Tánc MB és Klubközi Verseny - Felnőtt C LAT 2024.09.07",2751,0
2752,XII. Kistelek Open - Junior II E Standard 2015.09.19,2752,0
2753,"Felnőtt-Ifjúsági-Senior standard,Junior tíztánc,Profi latin ranglista, Klubközi táncverseny - Felnőtt E LAT 2022.09.24",2753,0
2754,Kelet Magyarország Területi Bajnokság - TB Junior I E LAT 2019.03.02,2754,0
2755,Balaton Summer Táncverseny - Junior II E Standard 2023.08.13,2755,0
2756,"Lászlóvill Kupa Felnőtt-Ifjúsági Latin, Junior Tíztánc, Senior Latin és Professzionista Standard Ranglista és Klubközi Táncverseny - Felnőtt C LAT 2018.03.24",2756,0
2757,"Pro-Art Kistelek Kupa, Felnőtt Ifjúsági Latin, Junior Tíztánc, Senior Latin, Profi Standard Ranglista - Junior II C LAT 2019.03.09",2757,0
2758,"Felnőtt -Ifjúsági Latin, Junior Standard, Senior Latin Ranglista és Klubközi Táncverseny - Junior I E LAT 2015.06.06",2758,0
2759,Kelet-Magyarország Területi Bajnokság - TB Junior I E Standard 2023.02.25,2759,0
2760,VII. Eraklin Kupa - Ifjúsági D LAT 2017.12.09,2760,0
2761,XVI. Gála Kupa Klubközi Verseny - Junior I E LAT 2015.09.13,2761,0
2762,"Felnőtt-Ifjúsági Standard, Junior Tíztánc, Senior Standard, Profi Latin RL - Gyermek I E LAT 2023.12.09",2762,0
2763,Nyugat-Magyarország TB - TB Felnőtt C LAT 2025.03.01,2763,0
2764,Budapesti Területi Bajnokság - TB Senior IV E Standard 2019.03.02,2764,0
2765,Szőke Tisza Nemzetközi Táncverseny - Junior I D LAT 2023.06.11,2765,0
2766,MTÁSZ Pest-megyei Régió Bajnokság - TB Ifjúsági E Standard 2018.03.03,2766,0
2767,Danza Táncsport Egyesület - Felnőtt E LAT 2019.10.12,2767,1
2768,XXI. Zánkai Táncfesztivál - Junior I D Standard 2015.08.26,2768,0
2769,"II. Salgótarjáni Havanna Kupa - Junior II. ""C"" LAT 2014.04.19",2769,0
2770,"E OB, U21 Tíztánc MB és Klubközi Verseny - Ifjúsági C Standard 2022.09.10",2770,0
2771,"XII FORMA kupa Felnőtt-Ifjúsági Standard, Junior Tíztánc Ranglista Professzionista Latin Ranglistaverseny - Felnőtt D Standard 2017.11.12",2771,0
2772,"Felnőtt-Ifjúsági Latin, Junior Standard, Senior Latin és Profi Standard Ranglista - RL Felnőtt LAT 2019.04.27",2772,0
2773,XVII. RexTerra Kupa Táncverseny - JN II D LAT 2023.11.12,2773,0
2774,"Tíztánc-, Nyolctánc Magyar Bajnokságok - MB Junior I  Tíztánc 2025.03.08",2774,0
2775,III. Danza Kupa - Senior I C LAT 2015.04.19,2775,0
2776,DanceNet Kupa - Felnőtt C LAT 2022.12.03,2776,0
2777,Ametiszt Kupa - Szóló Junior I. D LAT 2024.11.23,2777,0
2778,"Közép-Magyarország TerületiBajnokság, Kerekesszékes MB -  Felnõtt E LAT 2020.03.07",2778,0
2779,10. Danza Kupa - Junior II E Standard 2018.06.09,2779,0
2780,"WDSF Youth Open, TáncSport Magyar Bajnokságok - MB Senior IV  LAT 2024.03.24",2780,0
2781,TáncSport Magyar Bajnokságok 2014 - Junior II. Standard Magyar Baj 2014.02.15,2781,0
2782,XV. Hatvan Kupa - Szóló Felnőtt E LAT 2023.05.27,2782,0
2783,"Tíztánc MB, Nyolctánc MB - Forma kupa - Junior II C LAT 2022.03.19",2783,0
2784,"U21 standard MB, U21 latin MB, Kűr MB - Ifjúsági C LAT 2020.09.26",2784,0
2785,XX. Gála Kupa Klubközi Táncverseny - Ifjúsági D Standard 2018.10.21,2785,0
2786,Balaton Summer Táncverseny - Ifjúsági E LAT 2024.08.10,2786,0
2787,24. Bem kupa - Junior I D Standard 2015.12.06,2787,0
2788,MTÁSZ E Országos Bajnokság és Klubközi Verseny - OB Senior I E LAT 2017.09.30,2788,0
2789,ISIS DANCE OPEN - Gyermek II E LAT 2021.10.23,2789,0
2790,TáncSport Magyar Bajnokságok - OPEN STANDARD SENIOR III 2015.02.08,2790,0
2791,"VIII. Gemenc Kupa E 6Tánc, D 8Tánc OB és U21 Tíztánc Magyar Bajnokság - Junior I. ""D"" Standard 2014.03.29",2791,0
2792,-  0000.00.00,2792,0
2793,Nyugat-Magyarország Területi Bajnokság - TB Senior I Open Standard 2016.03.12,2793,0
2794,XVI. Hatvan Kupa - Junior II E LAT 2024.05.11,2794,0
2795,"E Országos Bajnokság, U21 10 Tánc Magyar Bajnokság és Klubközi Verseny - Felnőtt D LAT 2020.09.12",2795,0
2796,Forma Kupa - D Országos Bajnokság - OB Senior III D LAT 2021.10.02,2796,0
2797,II. Tenkes Kupa - Gyerek II. Haladó LAT 2014.10.11,2797,0
2798,VIII. Hatvan Kupa - Gyermek II - Junior I E Standard 2016.05.29,2798,0
2799,77. DanceNet Kupa - Gyermek II E LAT 2021.05.29,2799,0
2800,iDance2019-C Országos Bajnokság és Klubközi Táncverseny - Junior II D STT 2019.11.16,2800,0
2801,Buda Open International Dance Festival 2018 - OPEN LAT SENIOR II 2018.04.28,2801,0
2802,-  0000.00.00,2802,0
2803,X. Gemenc Kupa - Ifúsági-Felnőtt Kezdő LAT 2015.03.22,2803,0
2804,C Országos Bajnokság és Klubközi Táncverseny - Gyermek I D LAT 2022.11.05,2804,0
2805,"iDance2017 - Felnőtt-Ifjúsági Tíztánc, Junior Latin, Senior Standard Ranglista és Klubközi táncverseny - Junior I D Standard 2017.05.20",2805,0
2806,Kelet-Magyarország TB - Formáció Ifjúsági Formáció Lány LAT 2025.03.01,2806,0
2807,IV. Danza Kupa - Felnőtt B Standard 2015.10.18,2807,0
2808,Kelet-Magyarország Területi Bajnokság - Szóló Felnőtt D LAT 2024.03.02,2808,0
2809,I. C&M KUPA - Junior II D Standard 2016.10.02,2809,0
2810,Savaria Kupa Klubközi Táncverseny - IFI-C-STT 2019.06.08,2810,1
2811,-  0000.00.00,2811,0
2812,Budapest Bajnokság - TB Junior I D LAT 2017.03.18,2812,0
2813,"V. Duna Kupa D Országos Bajnokság - Ifjúsági-Felnőtt ""B"" LAT 2014.11.16",2813,0
2814,"SZIGO Kupa Felnőtt-Ifjúsági standard, Junior latin, Senior standard - Junior I C Standard 2019.04.13",2814,0
2815,I. Érdi Kupa - Ifjúsági C LAT 2025.02.02,2815,0
2816,ISIS Dance - Junior I D LAT 2022.10.22,2816,0
2817,"Tíztánc-, Nyolctánc Magyar Bajnokságok - Szóló Gyermek II. E LAT 2025.03.08",2817,0
2818,"U21 Standard, Latin,Kűr Magyar Bajnokság és klubközi táncverseny - F-B-STT 2019.05.25",2818,1
2819,-  0000.00.00,2819,0
2820,RITMO KUPA - Gyermek II D Standard 2022.06.04,2820,0
2821,-  0000.00.00,2821,0
2822,"SZIGO Kupa Felnőtt-Ifjúsági standard, Junior latin, Senior standard - GYEREK II KEZDŐ LAT 2019.04.13",2822,0
2823,IX. Hatvan Kupa - Junior II E Standard 2017.05.06,2823,0
2824,D Országos Bajnokság - OB Junior II D Standard 2016.10.22,2824,0
2825,III. Tavaszváró Táncverseny - Ifjúsági C LAT 2019.03.16,2825,0
2826,Ritmo Kupa - C OB és Klubközi Táncverseny - OB Gyermek II C LAT 2023.11.04,2826,0
2827,TáncSport Magyar Bajnokságok 2017 - Junior II LAT Magyar Bajnokság 2017.02.04,2827,0
2828,Kelet-Magyarország Területi Bajnokság - TB Ifjúsági B STT 2020.03.07,2828,1
2829,X. Eraklin kupa - Ifjúsági D LAT 2021.10.16,2829,0
2830,XI. Fregolina Kupa - Gyerek I-II. Standard 2014.10.25,2830,0
2831,77. DanceNet Kupa - Senior II E LAT 2021.05.29,2831,0
2832,-  0000.00.00,2832,0
2833,Nyugat- Magyarország Területi Bajnokság - Junior II E STT 2021.03.06,2833,0
2834,31. Bem kupa - Junior II E LAT 2019.11.24,2834,0
2835,Szabadidősport Kelet Magyarország Területi Bajnoksága - Területi Bajnokság Gyerek I.- II. Haladó Standard 2014.10.11,2835,0
2836,XVIII RexTerra Kupa - Ifjúsági E STT 2024.11.16,2836,0
2837,"IX. Kner Kupa - Felnőtt-Ifjúsági Latin, Junior Standard Ranglista Professzionista Standard Ranglista és klubközi táncverseny - Felnőtt E LAT 2016.04.09",2837,0
2838,XIII. Ametiszt Kupa - Junior I E Standard 2017.12.03,2838,0
2839,DanceNet Kupa - Felnőtt D LAT 2023.12.17,2839,0
2840,Közép-Magyarország TB - TB Senior II Open LAT 2025.03.02,2840,0
2841,23. Bem Kupa - Felnőtt E LAT 2015.05.17,2841,0
2842,"ISIS DANCE OPEN - Felnőtt-Ifjúsági Tíztánc, Junior Standard Ranglista - Felnőtt B LAT 2016.11.26",2842,0
2843,Kelet-Magyarország Területi Bajnokság - TB Felnőtt C Standard 2023.02.25,2843,0
2844,Szigo Kupa - Junior II E Standard 2021.06.12,2844,0
2845,Kelet Magyarország Területi Bajnokság - TB Felnőtt A Standard 2019.03.02,2845,0
2846,Balaton Summer Táncverseny - Felnőtt C Standard 2023.08.13,2846,0
2847,"XIX.Gála Kupa Felnőtt-Ifjúsági Standard,Junior Latin,Senior Standard Ranglistaverseny és Klubközi Táncverseny - RL Junior LAT 2018.04.22",2847,0
2848,XII. Ritmo Kupa - Ifjúsági E LAT 2015.09.27,2848,0
2849,"C Tíztánc Országos Bajnokság, B Tíztánc Országos Bajnokság és Klubközi Táncverseny - Ifjúsági D Standard 2017.04.01",2849,0
2850,Zala Open és Formációs Magyar Bajnokság - Zala Open Junior A Liga LAT 2022.10.01,2850,0
2851,VIII. Eraklin Kupa Klubközi és Cséplő Dániel Emlékkupa Szabadidős Táncverseny - Gyermek II E Standard 2018.11.11,2851,0
2852,"Felnőtt-Ifjúsági standard, Junior tíztánc, Senior standard, Profi latin Ranglista - Junior II D LAT 2024.09.14",2852,0
2853,"C Országos Bajnokság, U21 Standard és Latin Magyar Bajnokság és Klubközi Verseny - MB U21 Standard 2015.11.14",2853,0
2854,VI. Danza Kupa - Gyermek II E LAT 2016.09.18,2854,0
2855,XV. RexTerra Kupa - Felnőtt C Standard 2021.11.13,2855,0
2856,B-A-S és Senior Open Országos Bajnokság és Klubközi Táncverseny - Szóló Ifjúsági C LAT 2024.11.30,2856,0
2857,XXIV.Zánkai Táncfesztivál - Gyermek II E Standard 2018.08.19,2857,0
2858,Közép-Magyarország Területi Bajnokság - Szóló Felnőtt C LAT 2024.03.03,2858,0
2859,"iDanceKupa2016 - Felnőtt-Ifjúsági Tíztánc, Junior Latin Ranglista, Professzionista Latin Ranglistaverseny - Felnőtt D LAT 2016.03.19",2859,0
2860,"TáncSport Magyar Bajnokság, C és B Tíztánc Országos Bajnokság - MB Gyermek  LAT 2023.04.15",2860,0
2861,"Felnőtt-Ifi latin, Junior standard, Senior latin, Profi standard - Junior I D LAT 2022.04.24",2861,0
2862,"Felnőtt - Ifjúsági Standard, Junior Tíztánc és Professzionista Latin Ranglista Táncverseny - Gyermek II C LAT 2015.12.12",2862,0
2863,XXIV.Zánkai Táncfesztivál - Felnőtt E Standard 2018.08.19,2863,0
2864,Spirit Kupa Kiskunmajsa - Felnőtt D LAT 2021.10.30,2864,0
2865,"ISIS DANCE OPEN-Felnőtt-Ifjúsági Tíztánc, Junior Standard, Senior 10 Tánc, Professional Latin ranglista - Meghívásos latin 2018.10.27",2865,0
2866,Balaton Summer Táncverseny - Senior II D LAT 2024.08.09,2866,0
2867,"Lászlóvill Kupa Senior-Felnőtt-Ifjúsági Latin, Junior Standard, Profi Standard Ranglista és Klubközi Táncverseny - Felnőtt C Standard 2023.04.22",2867,0
2868,TáncSport Magyar Bajnokság 2022 - Felnőtt  Standard 2022.03.06,2868,0
2869,Ametiszt Kupa - Ifjúsági B Standard 2024.11.23,2869,0
2870,28. Bem kupa - Felnőtt D Standard 2018.05.27,2870,0
2871,XXII. Lászlóvill Kupa - Felnőtt D Standard 2024.04.13,2871,0
2872,iDanceKupa 2015 - Felnőtt C Standard 2015.05.09,2872,0
2873,"XIX.Gála Kupa Felnőtt-Ifjúsági Standard,Junior Latin,Senior Standard Ranglistaverseny és Klubközi Táncverseny - Ifjúsági E Standard 2018.04.22",2873,0
2874,"I. Szoldance Kupa -Hattánc, Nyolctánc Országos Bajnokság és Klubközi Táncverseny - OB Felnőtt D Nyolctánc 2023.02.11",2874,0
2875,27. Bem kupa - Felnőtt D Standard 2017.11.18,2875,0
2876,Ritmo Kupa - C OB és Klubközi Táncverseny - OB Ifjúsági C Standard 2023.11.04,2876,0
2877,XXI. Zánkai Táncfesztivál - Felnőtt D Standard 2015.08.24,2877,0
2878,"VII. Forma Kupa - Felnőtt ""A"" Standard 2014.04.12",2878,0
2879,Balaton Summer Táncverseny - Senior I E Standard 2022.08.13,2879,0
2880,Nyugat- Magyarország Területi Bajnokság - TB Felnőtt A Standard 2019.03.02,2880,0
2881,Balaton Summer Táncverseny - Ifjúsági D LAT 2023.08.11,2881,0
2882,Nyugat- Magyarország Területi Bajnokság - TB Ifjúsági A Standard 2018.03.03,2882,0
2883,Ametiszt Kupa - Felnőtt D LAT 2022.10.29,2883,0
2884,-  0000.00.00,2884,0
2885,I. Sundance Kupa - Felnőtt E LAT 2017.05.07,2885,0
2886,11. Danza Kupa - Senior I E LAT 2019.04.06,2886,0
2887,Kelet-Magyarország Területi Bajnokság - TB Senior III D Standard 2017.03.18,2887,0
2888,Savaria Kupa Klubközi Táncverseny - IFI-E-STT 2019.06.08,2888,1
2889,Kelet-Magyarország Területi Bajnokság - TB Senior II D LAT 2024.03.02,2889,0
2890,-  0000.00.00,2890,0
2891,"iDance2017 - Felnőtt-Ifjúsági Tíztánc, Junior Latin, Senior Standard Ranglista és Klubközi táncverseny - Junior II C Standard 2017.05.20",2891,0
2892,Kelet-Magyarország TB - Szóló Junior II. C LAT 2025.03.01,2892,0
2893,Euroline Kupa Országos Ranglista Táncverseny - Szabadidősport-OB-Senior-III-LAT 2015.03.14,2893,0
2894,Nyugat- Magyarország Területi Bajnokság - Senior IV C Standard 2022.02.19,2894,0
