id,name,eventId
1,Döntő,1
2,Döntő,2
3,Döntő,3
4,Elődöntő,4
5,Döntő,4
6,Döntő,5
7,Elődöntő,6
8,Döntő,6
9,Döntő,7
10,Elődöntő,8
11,Döntő,8
12,Elődöntő,9
13,Döntő,9
14,Döntő,10
15,Döntő,11
16,Döntő,12
17,Elődöntő,13
18,Döntő,13
19,1.Forduló,14
20,Elődöntő,14
21,Döntő,14
22,Döntő,15
23,Elődöntő,16
24,Döntő,16
25,6.Forduló,17
26,1.Forduló,18
27,Elődöntő,18
28,Döntő,18
29,Döntő,19
30,Döntő,20
31,1.Forduló,21
32,Elődöntő,21
33,Döntő,21
34,Elődöntő,22
35,Döntő,22
36,1.Forduló,23
37,Elődöntő,23
38,Döntő,23
39,Döntő,24
40,Döntő,25
41,Döntő,26
42,Döntő,27
43,Döntő,28
44,4.Forduló,29
45,Elődöntő,30
46,Döntő,30
47,Elődöntő,31
48,Döntő,31
49,Elődöntő,32
50,Döntő,32
51,Elődöntő,33
52,Döntő,33
53,Döntő,34
54,Elődöntő,35
55,Döntő,35
56,Elődöntő,36
57,Döntő,36
58,Elődöntő,37
59,Döntő,37
60,Elődöntő,38
61,Döntő,38
62,Döntő,39
63,Döntő,40
64,Döntő,41
65,Döntő,42
66,Döntő,43
67,Döntő,44
68,Döntő,45
69,Elődöntő,46
70,Döntő,46
71,6.Forduló,47
72,1.Forduló,48
73,Elődöntő,48
74,Döntő,48
75,Elődöntő,50
76,Döntő,50
77,Döntő,51
78,Elődöntő,52
79,Döntő,52
80,Döntő,53
81,Döntő,54
82,Döntő,55
83,Döntő,56
84,Döntő,57
85,Elődöntő,58
86,Döntő,58
87,Döntő,59
88,Elődöntő,60
89,Döntő,60
90,Döntő,61
91,Döntő,62
92,1.Forduló,63
93,Elődöntő,63
94,Döntő,63
95,Section 1,64
96,Döntő,65
97,Döntő,66
98,Döntő,67
99,Elődöntő,68
100,Döntő,68
101,Döntő,69
102,Döntő,70
103,1.Forduló,71
104,Elődöntő,71
105,Döntő,71
106,Döntő,72
107,Döntő,73
108,Döntő,74
109,Döntő,75
110,Elődöntő,76
111,Döntő,76
112,Döntő,77
113,Döntő,78
114,Döntő,79
115,Döntő,80
116,Döntő,81
117,Döntő,82
118,Section 1,83
119,Döntő,86
120,1.Forduló,87
121,Elődöntő,87
122,Döntő,87
123,Döntő,88
124,Döntő,89
125,5.Forduló,90
126,Döntő,91
127,1.Forduló,92
128,Elődöntő,92
129,Döntő,92
130,1.Forduló,93
131,Elődöntő,93
132,Döntő,93
133,Elődöntő,94
134,Döntő,94
135,Döntő,95
136,1.Forduló,96
137,Elődöntő,96
138,Döntő,96
139,Döntő,97
140,Döntő,98
141,Döntő,99
142,Döntő,100
143,6.Forduló,101
144,1.Forduló,102
145,Elődöntő,102
146,Döntő,102
147,Döntő,103
148,1.Forduló,104
149,Elődöntő,104
150,Döntő,104
151,Döntő,105
152,1.Forduló,106
153,Elődöntő,106
154,Döntő,106
155,Döntő,107
156,Elődöntő,108
157,Döntő,108
158,Döntő,109
159,1.Forduló,110
160,Elődöntő,110
161,Döntő,110
162,Döntő,111
163,Döntő,112
164,Elődöntő,113
165,Döntő,113
166,Elődöntő,114
167,Döntő,114
168,1.Forduló,115
169,Elődöntő,115
170,Döntő,115
171,Elődöntő,116
172,Döntő,116
173,Döntő,118
174,Elődöntő,119
175,Döntő,119
176,Döntő,120
177,Döntő,121
178,Döntő,122
179,Elődöntő,123
180,Döntő,123
181,Döntő,124
182,Elődöntő,125
183,Döntő,125
184,Döntő,126
185,Döntő,127
186,Döntő,128
187,Döntő,129
188,Döntő,130
189,Elődöntő,131
190,Döntő,131
191,Elődöntő,132
192,Döntő,132
193,Döntő,133
194,Döntő,134
195,Elődöntő,135
196,Döntő,135
197,Döntő,136
198,Döntő,137
199,Döntő,138
200,Elődöntő,139
201,Döntő,139
202,Döntő,140
203,Elődöntő,141
204,Döntő,141
205,6.Forduló,142
206,Döntő,143
207,Döntő,144
208,Döntő,146
209,Elődöntő,147
210,Döntő,147
211,Section 1,148
212,Döntő,149
213,Döntő,151
214,Döntő,152
215,Elődöntő,153
216,Döntő,153
217,Döntő,154
218,Elődöntő,156
219,Döntő,156
220,4.Forduló,157
221,Döntő,158
222,Elődöntő,159
223,Döntő,159
224,Döntő,160
225,Döntő,161
226,Döntő,162
227,Elődöntő,163
228,Döntő,163
229,Döntő,164
230,Elődöntő,165
231,Döntő,165
232,Elődöntő,166
233,Döntő,166
234,Döntő,167
235,Döntő,168
236,Döntő,169
237,Döntő,170
238,Elődöntő,172
239,Döntő,172
240,Section 1,173
241,Döntő,174
242,Döntő,175
243,Döntő,176
244,Döntő,177
245,1.Forduló,178
246,Elődöntő,178
247,Döntő,178
248,Döntő,179
249,Döntő,180
250,Döntő,181
251,1.Forduló,183
252,Elődöntő,183
253,Döntő,183
254,Döntő,184
255,Döntő,186
256,Döntő,187
257,Elődöntő,188
258,Döntő,188
259,Döntő,189
260,1.Forduló,191
261,Elődöntő,191
262,Döntő,191
263,Elődöntő,192
264,Döntő,192
265,Döntő,193
266,Döntő,194
267,Elődöntő,195
268,Döntő,195
269,Elődöntő,196
270,Döntő,196
271,Elődöntő,197
272,Döntő,197
273,Elődöntő,198
274,Döntő,198
275,Elődöntő,199
276,Döntő,199
277,Döntő,200
278,Döntő,201
279,1.Forduló,202
280,Elődöntő,202
281,Döntő,202
282,Elődöntő,203
283,Döntő,203
284,Döntő,204
285,Döntő,205
286,5.Forduló,206
287,1.Forduló,207
288,Elődöntő,207
289,Döntő,207
290,Döntő,208
291,Elődöntő,209
292,Döntő,209
293,Elődöntő,210
294,Döntő,210
295,Döntő,211
296,Elődöntő,212
297,Döntő,212
298,Döntő,213
299,Elődöntő,214
300,Döntő,214
301,6.Forduló,215
302,Döntő,216
303,Döntő,217
304,Döntő,218
305,Döntő,219
306,Döntő,220
307,6.Forduló,221
308,Döntő,222
309,Elődöntő,223
310,Döntő,223
311,Elődöntő,224
312,Döntő,224
313,Döntő,225
314,Elődöntő,226
315,Döntő,226
316,Elődöntő,227
317,Döntő,227
318,1.Forduló,228
319,Elődöntő,228
320,Döntő,228
321,Döntő,229
322,Döntő,230
323,Döntő,231
324,1.Forduló,232
325,Elődöntő,232
326,Döntő,232
327,Döntő,233
328,Döntő,234
329,Elődöntő,235
330,Döntő,235
331,Döntő,236
332,Döntő,237
333,Elődöntő,238
334,Döntő,238
335,Döntő,240
336,Döntő,241
337,Döntő,242
338,Döntő,243
339,Döntő,245
340,1.Forduló,246
341,Elődöntő,246
342,Döntő,246
343,Döntő,247
344,Döntő,248
345,1.Forduló,249
346,Elődöntő,249
347,Döntő,249
348,Döntő,250
349,1.Forduló,251
350,Elődöntő,251
351,Döntő,251
352,Döntő,252
353,Döntő,253
354,Döntő,254
355,Section 1,255
356,Döntő,256
357,Elődöntő,257
358,Döntő,257
359,Döntő,259
360,Döntő,260
361,Elődöntő,261
362,Döntő,261
363,Döntő,263
364,Döntő,264
365,Section 1,265
366,Elődöntő,266
367,Döntő,266
368,Elődöntő,267
369,Döntő,267
370,1.Forduló,268
371,Elődöntő,268
372,Döntő,268
373,Döntő,270
374,Döntő,271
375,Elődöntő,272
376,Döntő,272
377,Döntő,273
378,Döntő,274
379,Section 1,275
380,Döntő,276
381,Döntő,278
382,Döntő,279
383,Elődöntő,280
384,Döntő,280
385,Elődöntő,281
386,Döntő,281
387,1.Forduló,282
388,Elődöntő,282
389,Döntő,282
390,Elődöntő,283
391,Döntő,283
392,Elődöntő,284
393,Döntő,284
394,Döntő,285
395,1.Forduló,286
396,Elődöntő,286
397,Döntő,286
398,Elődöntő,287
399,Döntő,287
400,5.Forduló,288
401,Döntő,289
402,Döntő,290
403,Döntő,291
404,Elődöntő,292
405,Döntő,292
406,Elődöntő,293
407,Döntő,293
408,Elődöntő,294
409,Döntő,294
410,Döntő,295
411,Döntő,296
412,Döntő,297
413,Döntő,298
414,Döntő,299
415,Döntő,300
416,Döntő,301
417,Döntő,302
418,Elődöntő,303
419,Döntő,303
420,Elődöntő,304
421,Döntő,304
422,Döntő,305
423,Section 1,306
424,Döntő,307
425,Döntő,308
426,Elődöntő,309
427,Döntő,309
428,1.Forduló,310
429,Elődöntő,310
430,Döntő,310
431,Döntő,311
432,Döntő,312
433,Döntő,313
434,Döntő,314
435,Döntő,315
436,Döntő,316
437,Döntő,317
438,Döntő,318
439,Döntő,319
440,Döntő,320
441,Döntő,321
442,1.Forduló,322
443,Elődöntő,322
444,Döntő,322
445,6.Forduló,323
446,Döntő,324
447,Döntő,325
448,Döntő,326
449,4.Forduló,327
450,Elődöntő,328
451,Döntő,328
452,Elődöntő,329
453,Döntő,329
454,Elődöntő,330
455,Döntő,330
456,Döntő,331
457,Döntő,332
458,Elődöntő,333
459,Döntő,333
460,Elődöntő,334
461,Döntő,334
462,Elődöntő,335
463,Döntő,335
464,Elődöntő,336
465,Döntő,336
466,Section 1,337
467,Elődöntő,338
468,Döntő,338
469,1.Forduló,339
470,Elődöntő,339
471,Döntő,339
472,Döntő,340
473,Döntő,341
474,Döntő,342
475,Döntő,343
476,Döntő,344
477,Elődöntő,345
478,Döntő,345
479,Döntő,346
480,1.Forduló,347
481,Elődöntő,347
482,Döntő,347
483,Elődöntő,348
484,Döntő,348
485,Elődöntő,350
486,Döntő,350
487,Elődöntő,351
488,Döntő,351
489,1.Forduló,352
490,Elődöntő,352
491,Döntő,352
492,Döntő,353
493,4.Forduló,354
494,Döntő,355
495,Döntő,356
496,Elődöntő,357
497,Döntő,357
498,Elődöntő,358
499,Döntő,358
500,Döntő,359
501,Elődöntő,360
502,Döntő,360
503,Döntő,361
504,Döntő,363
505,Döntő,364
506,Döntő,365
507,Döntő,366
508,Döntő,367
509,Elődöntő,368
510,Döntő,368
511,Döntő,369
512,1.Forduló,370
513,2.Forduló,370
514,Elődöntő,370
515,Döntő,370
516,Döntő,371
517,Elődöntő,372
518,Döntő,372
519,Döntő,373
520,1.Forduló,374
521,Elődöntő,374
522,Döntő,374
523,Döntő,375
524,1.Forduló,376
525,Elődöntő,376
526,Döntő,376
527,Elődöntő,377
528,Döntő,377
529,1.Forduló,378
530,Elődöntő,378
531,Döntő,378
532,Elődöntő,379
533,Döntő,379
534,Döntő,380
535,1.Forduló,382
536,Elődöntő,382
537,Döntő,382
538,Döntő,383
539,Döntő,384
540,Döntő,385
541,Döntő,386
542,Döntő,387
543,Döntő,388
544,Elődöntő,389
545,Döntő,389
546,Elődöntő,390
547,Döntő,390
548,Elődöntő,391
549,Döntő,391
550,1.Forduló,392
551,Elődöntő,392
552,Döntő,392
553,1.Forduló,393
554,Elődöntő,393
555,Döntő,393
556,Döntő,394
557,Elődöntő,395
558,Döntő,395
559,Döntő,396
560,1.Forduló,398
561,Elődöntő,398
562,Döntő,398
563,Döntő,399
564,Elődöntő,400
565,Döntő,400
566,Döntő,401
567,Döntő,402
568,6.Forduló,403
569,Elődöntő,404
570,Döntő,404
571,Döntő,406
572,Döntő,407
573,Elődöntő,408
574,Döntő,408
575,Döntő,409
576,4.Forduló,410
577,Döntő,411
578,Döntő,412
579,Döntő,413
580,Döntő,414
581,Döntő,415
582,Döntő,416
583,Döntő,417
584,Döntő,418
585,1.Forduló,419
586,Elődöntő,419
587,Döntő,419
588,Döntő,420
589,Elődöntő,421
590,Döntő,421
591,Elődöntő,422
592,Döntő,422
593,Döntő,423
594,Döntő,424
595,Döntő,425
596,Döntő,427
597,Döntő,428
598,Döntő,429
599,5.Forduló,430
600,Döntő,431
601,Döntő,432
602,1.Forduló,433
603,Reményfutam után,433
604,2.Forduló,433
605,Elődöntő,433
606,Döntő,433
607,Döntő,434
608,Döntő,435
609,Döntő,436
610,Döntő,437
611,Döntő,438
612,Döntő,439
613,Döntő,440
614,Döntő,441
615,Elődöntő,442
616,Döntő,442
617,Döntő,443
618,Döntő,444
619,Döntő,445
620,Elődöntő,446
621,Döntő,446
622,Döntő,447
623,Elődöntő,448
624,Döntő,448
625,Döntő,449
626,Döntő,450
627,Elődöntő,451
628,Döntő,451
629,Döntő,452
630,Döntő,453
631,Döntő,454
632,Döntő,455
633,Elődöntő,456
634,Döntő,456
635,Döntő,457
636,1.Forduló,458
637,Reményfutam után,458
638,2.Forduló,458
639,3.Forduló,458
640,Elődöntő,458
641,Döntő,458
642,Döntő,459
643,Döntő,460
644,Döntő,461
645,Elődöntő,462
646,Döntő,462
647,Elődöntő,463
648,Döntő,463
649,1.Forduló,464
650,Elődöntő,464
651,Döntő,464
652,Döntő,465
653,Döntő,467
654,Döntő,468
655,Döntő,469
656,Döntő,470
657,Döntő,471
658,Döntő,472
659,1.Forduló,473
660,Elődöntő,473
661,Döntő,473
662,Döntő,474
663,1.Forduló,475
664,2.Forduló,475
665,3.Forduló,475
666,Elődöntő,475
667,Döntő,475
668,Döntő,476
669,Elődöntő,477
670,Döntő,477
671,Döntő,478
672,1.Forduló,479
673,Elődöntő,479
674,Döntő,479
675,4.Forduló,480
676,Döntő,481
677,Döntő,482
678,Döntő,483
679,Döntő,484
680,Elődöntő,485
681,Döntő,485
682,Döntő,486
683,Döntő,487
684,Elődöntő,488
685,Döntő,488
686,Elődöntő,489
687,Döntő,489
688,Section 1,490
689,Döntő,491
690,Döntő,492
691,Döntő,493
692,Döntő,494
693,Döntő,495
694,Elődöntő,496
695,Döntő,496
696,Döntő,497
697,1.Forduló,498
698,Elődöntő,498
699,Döntő,498
700,Döntő,499
701,Döntő,500
702,Döntő,501
703,Elődöntő,502
704,Döntő,502
705,Elődöntő,503
706,Döntő,503
707,Elődöntő,504
708,Döntő,504
709,Döntő,505
710,Döntő,506
711,Döntő,507
712,Döntő,508
713,1.Forduló,509
714,Elődöntő,509
715,Döntő,509
716,Döntő,510
717,Döntő,511
718,Döntő,512
719,Döntő,513
720,Elődöntő,514
721,Döntő,514
722,1.Forduló,515
723,Elődöntő,515
724,Döntő,515
725,Döntő,516
726,Döntő,517
727,Döntő,518
728,Döntő,519
729,Döntő,520
730,Döntő,521
731,Döntő,522
732,Döntő,523
733,Döntő,524
734,Döntő,525
735,Döntő,526
736,Döntő,527
737,Döntő,528
738,Döntő,529
739,Döntő,530
740,Elődöntő,531
741,Döntő,531
742,Döntő,532
743,Döntő,534
744,5.Forduló,535
745,Döntő,536
746,Elődöntő,537
747,Döntő,537
748,Elődöntő,538
749,Döntő,538
750,Elődöntő,539
751,Döntő,539
752,Döntő,540
753,Döntő,541
754,Döntő,543
755,Döntő,544
756,Döntő,545
757,Döntő,546
758,Döntő,547
759,1.Forduló,548
760,Elődöntő,548
761,Döntő,548
762,Elődöntő,549
763,Döntő,549
764,Döntő,550
765,Döntő,551
766,Döntő,552
767,Elődöntő,553
768,Döntő,553
769,Döntő,554
770,Elődöntő,555
771,Döntő,555
772,Elődöntő,556
773,Döntő,556
774,Döntő,557
775,1.Forduló,558
776,Elődöntő,558
777,Döntő,558
778,Döntő,559
779,Döntő,560
780,Döntő,561
781,Section 1,562
782,1.Forduló,563
783,Elődöntő,563
784,Döntő,563
785,Döntő,564
786,Döntő,565
787,Döntő,566
788,Döntő,567
789,Elődöntő,568
790,Döntő,568
791,Döntő,569
792,Döntő,570
793,Döntő,571
794,1.Forduló,572
795,Elődöntő,572
796,Döntő,572
797,Elődöntő,573
798,Döntő,573
799,6.Forduló,574
800,Döntő,575
801,Döntő,576
802,Döntő,577
803,Döntő,578
804,Döntő,579
805,1.Forduló,580
806,2.Forduló,580
807,Elődöntő,580
808,Döntő,580
809,Döntő,581
810,Döntő,582
811,Döntő,583
812,Döntő,584
813,Döntő,585
814,Döntő,586
815,Döntő,587
816,Döntő,588
817,Döntő,589
818,Elődöntő,590
819,Döntő,590
820,Döntő,591
821,Elődöntő,592
822,Döntő,592
823,Elődöntő,593
824,Döntő,593
825,Döntő,594
826,Döntő,595
827,Döntő,596
828,Döntő,597
829,Döntő,598
830,Elődöntő,599
831,Döntő,599
832,Elődöntő,600
833,Döntő,600
834,Döntő,601
835,Döntő,602
836,1.Forduló,603
837,Elődöntő,603
838,Döntő,603
839,Döntő,604
840,Döntő,605
841,Döntő,606
842,Döntő,607
843,Döntő,608
844,Döntő,609
845,Döntő,610
846,Section 1,611
847,Elődöntő,612
848,Döntő,612
849,Elődöntő,613
850,Döntő,613
851,Döntő,614
852,6.Forduló,615
853,Elődöntő,616
854,Döntő,616
855,Döntő,617
856,Elődöntő,618
857,Döntő,618
858,Döntő,619
859,Elődöntő,620
860,Döntő,620
861,Döntő,621
862,Döntő,622
863,Elődöntő,623
864,Döntő,623
865,Döntő,624
866,Döntő,625
867,Elődöntő,626
868,Döntő,626
869,1.Forduló,627
870,2.Forduló,627
871,Elődöntő,627
872,Döntő,627
873,Elődöntő,628
874,Döntő,628
875,Döntő,629
876,Döntő,630
877,Elődöntő,631
878,Döntő,631
879,Elődöntő,632
880,Döntő,632
881,Elődöntő,633
882,Döntő,633
883,Elődöntő,634
884,Döntő,634
885,1.Forduló,635
886,2.Forduló,635
887,Elődöntő,635
888,Döntő,635
889,Döntő,636
890,Döntő,637
891,Elődöntő,638
892,Döntő,638
893,Döntő,639
894,Döntő,640
895,1.Forduló,641
896,Elődöntő,641
897,Döntő,641
898,Elődöntő,642
899,Döntő,642
900,Döntő,643
901,Döntő,644
902,Döntő,645
903,Döntő,646
904,Elődöntő,647
905,Döntő,647
906,Döntő,648
907,Döntő,649
908,Döntő,650
909,4.Forduló,652
910,Döntő,653
911,Elődöntő,654
912,Döntő,654
913,Döntő,655
914,Döntő,656
915,Döntő,657
916,Elődöntő,658
917,Döntő,658
918,Döntő,659
919,Elődöntő,660
920,Döntő,660
921,Döntő,661
922,Döntő,662
923,Döntő,663
924,Döntő,664
925,Elődöntő,665
926,Döntő,665
927,Döntő,666
928,Döntő,667
929,Döntő,668
930,Elődöntő,669
931,Döntő,669
932,Döntő,670
933,Döntő,671
934,Elődöntő,672
935,Döntő,672
936,Döntő,673
937,Döntő,674
938,Döntő,675
939,Elődöntő,676
940,Döntő,676
941,Döntő,678
942,Döntő,679
943,Döntő,680
944,Elődöntő,681
945,Döntő,681
946,Elődöntő,682
947,Döntő,682
948,Döntő,683
949,1.Forduló,684
950,Elődöntő,684
951,Döntő,684
952,Döntő,685
953,Döntő,686
954,Elődöntő,687
955,Döntő,687
956,Elődöntő,688
957,Döntő,688
958,Elődöntő,689
959,Döntő,689
960,Döntő,690
961,Döntő,691
962,Döntő,692
963,Döntő,693
964,Döntő,694
965,Döntő,695
966,Elődöntő,696
967,Döntő,696
968,6.Forduló,698
969,1.Forduló,699
970,Elődöntő,699
971,Döntő,699
972,Döntő,700
973,Section 1,701
974,Döntő,702
975,Döntő,703
976,Döntő,704
977,Elődöntő,705
978,Döntő,705
979,Döntő,706
980,Döntő,707
981,Döntő,708
982,Döntő,709
983,Döntő,710
984,Döntő,711
985,Döntő,712
986,Döntő,713
987,Döntő,714
988,Döntő,715
989,Elődöntő,717
990,Döntő,717
991,6.Forduló,718
992,Döntő,719
993,Döntő,720
994,Döntő,721
995,Döntő,722
996,Döntő,723
997,Elődöntő,726
998,Döntő,726
999,Döntő,727
1000,1.Forduló,728
1001,Elődöntő,728
1002,Döntő,728
1003,Döntő,729
1004,Döntő,730
1005,Döntő,732
1006,Elődöntő,733
1007,Döntő,733
1008,Döntő,734
1009,Elődöntő,735
1010,Döntő,735
1011,Döntő,736
1012,Elődöntő,737
1013,Döntő,737
1014,Elődöntő,738
1015,Döntő,738
1016,Elődöntő,739
1017,Döntő,739
1018,1.Forduló,740
1019,Elődöntő,740
1020,Döntő,740
1021,Elődöntő,741
1022,Döntő,741
1023,Döntő,742
1024,Döntő,743
1025,Döntő,744
1026,Elődöntő,745
1027,Döntő,745
1028,Elődöntő,746
1029,Döntő,746
1030,Elődöntő,747
1031,Döntő,747
1032,Döntő,748
1033,Elődöntő,749
1034,Döntő,749
1035,Döntő,750
1036,Döntő,751
1037,Döntő,752
1038,1.Forduló,753
1039,Elődöntő,753
1040,Döntő,753
1041,Elődöntő,754
1042,Döntő,754
1043,1.Forduló,755
1044,Elődöntő,755
1045,Döntő,755
1046,Elődöntő,756
1047,Döntő,756
1048,Döntő,757
1049,Döntő,758
1050,Döntő,759
1051,Döntő,760
1052,Döntő,761
1053,1.Forduló,762
1054,Elődöntő,762
1055,Döntő,762
1056,Elődöntő,763
1057,Döntő,763
1058,Döntő,764
1059,Elődöntő,765
1060,Döntő,765
1061,Döntő,766
1062,Döntő,767
1063,Döntő,768
1064,Elődöntő,769
1065,Döntő,769
1066,6.Forduló,771
1067,Döntő,772
1068,Döntő,773
1069,Elődöntő,774
1070,Döntő,774
1071,Elődöntő,775
1072,Döntő,775
1073,Elődöntő,776
1074,Döntő,776
1075,Döntő,777
1076,Döntő,779
1077,4.Forduló,780
1078,Döntő,781
1079,Döntő,782
1080,Section 1,783
1081,Döntő,784
1082,Döntő,785
1083,Döntő,786
1084,Elődöntő,787
1085,Döntő,787
1086,Döntő,788
1087,Döntő,789
1088,Döntő,790
1089,Döntő,791
1090,Döntő,792
1091,Döntő,793
1092,Döntő,794
1093,Döntő,795
1094,Döntő,796
1095,Elődöntő,797
1096,Döntő,797
1097,Döntő,798
1098,Döntő,799
1099,1.Forduló,800
1100,Elődöntő,800
1101,Döntő,800
1102,Elődöntő,801
1103,Döntő,801
1104,Döntő,802
1105,Elődöntő,803
1106,Döntő,803
1107,4.Forduló,804
1108,Döntő,805
1109,Elődöntő,806
1110,Döntő,806
1111,Döntő,807
1112,Elődöntő,808
1113,Döntő,808
1114,Döntő,809
1115,Elődöntő,810
1116,Döntő,810
1117,Elődöntő,811
1118,Döntő,811
1119,Döntő,812
1120,Elődöntő,813
1121,Döntő,813
1122,Döntő,814
1123,Elődöntő,815
1124,Döntő,815
1125,Döntő,816
1126,Döntő,817
1127,Döntő,818
1128,Elődöntő,819
1129,Döntő,819
1130,Döntő,820
1131,Döntő,821
1132,Döntő,822
1133,Döntő,823
1134,Section 1,824
1135,Döntő,825
1136,Döntő,826
1137,Döntő,827
1138,Elődöntő,828
1139,Döntő,828
1140,Elődöntő,829
1141,Döntő,829
1142,1.Forduló,830
1143,Elődöntő,830
1144,Döntő,830
1145,Döntő,831
1146,Döntő,832
1147,Döntő,833
1148,1.Forduló,834
1149,Elődöntő,834
1150,Döntő,834
1151,Döntő,835
1152,Döntő,836
1153,Döntő,837
1154,1.Forduló,838
1155,Reményfutam után,838
1156,2.Forduló,838
1157,3.Forduló,838
1158,Elődöntő,838
1159,Döntő,838
1160,Elődöntő,839
1161,Döntő,839
1162,Döntő,840
1163,Elődöntő,842
1164,Döntő,842
1165,Döntő,843
1166,Section 1,844
1167,Döntő,845
1168,5.Forduló,846
1169,Döntő,847
1170,Döntő,848
1171,Döntő,849
1172,Döntő,851
1173,Döntő,852
1174,Döntő,853
1175,Döntő,854
1176,Döntő,855
1177,Section 1,856
1178,Döntő,857
1179,1.Forduló,858
1180,Elődöntő,858
1181,Döntő,858
1182,Döntő,859
1183,Döntő,860
1184,Döntő,862
1185,Döntő,863
1186,Elődöntő,864
1187,Döntő,864
1188,Döntő,865
1189,Döntő,866
1190,Döntő,867
1191,Döntő,868
1192,Section 1,869
1193,Döntő,870
1194,1.Forduló,871
1195,Elődöntő,871
1196,Döntő,871
1197,Döntő,872
1198,Döntő,873
1199,Elődöntő,874
1200,Döntő,874
1201,Elődöntő,875
1202,Döntő,875
1203,Döntő,876
1204,Döntő,877
1205,Döntő,878
1206,Döntő,879
1207,Döntő,880
1208,Döntő,881
1209,Döntő,882
1210,Döntő,884
1211,Section 1,885
1212,Döntő,887
1213,Döntő,888
1214,Elődöntő,889
1215,Döntő,889
1216,5.Forduló,890
1217,Döntő,891
1218,Elődöntő,892
1219,Döntő,892
1220,Döntő,893
1221,Döntő,894
1222,Döntő,895
1223,Section 1,896
1224,Döntő,897
1225,1.Forduló,898
1226,Elődöntő,898
1227,Döntő,898
1228,Döntő,899
1229,Döntő,900
1230,Elődöntő,901
1231,Döntő,901
1232,Döntő,902
1233,Döntő,903
1234,Döntő,904
1235,Elődöntő,905
1236,Döntő,905
1237,Döntő,906
1238,Döntő,907
1239,Döntő,908
1240,Elődöntő,909
1241,Döntő,909
1242,Döntő,910
1243,Döntő,911
1244,Döntő,912
1245,Elődöntő,913
1246,Döntő,913
1247,Döntő,914
1248,Döntő,915
1249,Döntő,916
1250,1.Forduló,917
1251,Elődöntő,917
1252,Döntő,917
1253,Döntő,918
1254,Döntő,919
1255,Döntő,920
1256,Döntő,921
1257,Döntő,922
1258,Elődöntő,923
1259,Döntő,923
1260,Döntő,924
1261,Elődöntő,926
1262,Döntő,926
1263,Döntő,927
1264,Döntő,928
1265,Döntő,929
1266,Döntő,930
1267,1.Forduló,931
1268,Elődöntő,931
1269,Döntő,931
1270,Döntő,932
1271,Döntő,933
1272,Elődöntő,934
1273,Döntő,934
1274,Elődöntő,935
1275,Döntő,935
1276,Döntő,936
1277,Elődöntő,938
1278,Döntő,938
1279,Döntő,939
1280,Döntő,940
1281,Döntő,941
1282,Döntő,942
1283,Döntő,943
1284,Döntő,944
1285,Elődöntő,945
1286,Döntő,945
1287,Döntő,946
1288,Elődöntő,949
1289,Döntő,949
1290,Section 1,950
1291,Döntő,951
1292,1.Forduló,952
1293,Elődöntő,952
1294,Döntő,952
1295,Döntő,953
1296,Döntő,954
1297,Döntő,955
1298,Elődöntő,956
1299,Döntő,956
1300,Döntő,957
1301,1.Forduló,958
1302,Elődöntő,958
1303,Döntő,958
1304,1.Forduló,959
1305,Reményfutam után,959
1306,2.Forduló,959
1307,Elődöntő,959
1308,Döntő,959
1309,Döntő,961
1310,1.Forduló,962
1311,Elődöntő,962
1312,Döntő,962
1313,1.Forduló,963
1314,Elődöntő,963
1315,Döntő,963
1316,Döntő,964
1317,Section 1,965
1318,Döntő,966
1319,Döntő,967
1320,Döntő,968
1321,Elődöntő,970
1322,Döntő,970
1323,Elődöntő,972
1324,Döntő,972
1325,Döntő,973
1326,Döntő,974
1327,Döntő,975
1328,6.Forduló,976
1329,Döntő,977
1330,Döntő,978
1331,Döntő,979
1332,1.Forduló,980
1333,2.Forduló,980
1334,Elődöntő,980
1335,Döntő,980
1336,1.Forduló,981
1337,Elődöntő,981
1338,Döntő,981
1339,Döntő,982
1340,Döntő,983
1341,Elődöntő,984
1342,Döntő,984
1343,Döntő,985
1344,Döntő,986
1345,1.Forduló,987
1346,Elődöntő,987
1347,Döntő,987
1348,Döntő,988
1349,Döntő,989
1350,Döntő,990
1351,Döntő,991
1352,Döntő,992
1353,Döntő,993
1354,Döntő,994
1355,Döntő,995
1356,Döntő,996
1357,Elődöntő,997
1358,Döntő,997
1359,Döntő,998
1360,Döntő,999
1361,Döntő,1000
1362,Döntő,1001
1363,Döntő,1003
1364,Elődöntő,1004
1365,Döntő,1004
1366,Elődöntő,1005
1367,Döntő,1005
1368,5.Forduló,1006
1369,Elődöntő,1007
1370,Döntő,1007
1371,Elődöntő,1008
1372,Döntő,1008
1373,Döntő,1009
1374,Elődöntő,1010
1375,Döntő,1010
1376,1.Forduló,1011
1377,Elődöntő,1011
1378,Döntő,1011
1379,Döntő,1012
1380,Döntő,1013
1381,1.Forduló,1014
1382,Elődöntő,1014
1383,Döntő,1014
1384,Döntő,1015
1385,Döntő,1016
1386,Döntő,1017
1387,Döntő,1018
1388,Döntő,1019
1389,Döntő,1020
1390,Elődöntő,1021
1391,Döntő,1021
1392,1.Forduló,1022
1393,Elődöntő,1022
1394,Döntő,1022
1395,Döntő,1023
1396,Döntő,1024
1397,Section 1,1025
1398,Döntő,1026
1399,Elődöntő,1027
1400,Döntő,1027
1401,Elődöntő,1028
1402,Döntő,1028
1403,Elődöntő,1029
