A,B
11282,195
11282,38
11282,309
11282,56
11282,4
11283,60
11283,117
11283,7
11283,123
11283,56
11283,103
11283,59
11283,106
11283,62
11284,33
11284,102
11284,69
11284,240
11284,377
11284,165
11284,74
11285,35
11285,22
11285,52
11285,217
11285,5
11285,160
11285,32
11286,107
11286,177
11286,166
11286,14
11286,31
11287,111
11287,173
11287,117
11287,30
11287,165
11288,101
11288,6
11288,155
11288,173
11288,61
11289,28
11289,172
11289,153
11289,75
11289,15
11289,155
11289,41
11290,296
11290,149
11290,50
11290,346
11290,61
11291,30
11291,165
11291,107
11291,153
11291,33
11292,8
11292,18
11292,164
11292,4
11292,120
11293,153
11293,54
11293,119
11293,179
11293,23
11294,190
11294,69
11294,50
11294,89
11294,191
11295,185
11295,186
11295,187
11295,74
11295,188
11296,149
11296,166
11296,60
11296,291
11296,59
11297,138
11297,426
11297,427
11297,61
11297,30
11298,155
11298,31
11298,153
11298,107
11298,100
11299,180
11299,14
11299,117
11299,116
11299,20
11299,56
11299,113
11300,28
11300,170
11300,211
11300,51
11300,19
11300,406
11300,234
11300,307
11300,407
11300,270
11300,365
11301,108
11301,109
11301,166
11301,53
11301,174
11301,10
11301,122
11303,35
11303,101
11303,53
11303,52
11303,160
11304,50
11304,110
11304,53
11304,38
11304,164
11304,331
11304,332
11304,175
11304,57
11305,19
11305,93
11305,97
11305,177
11305,4
11306,75
11306,30
11306,16
11306,170
11306,101
11307,87
11307,35
11307,38
11307,39
11307,40
11307,41
11307,42
11308,24
11308,105
11308,10
11308,30
11308,3
11309,1
11309,3
11309,22
11309,10
11309,23
11309,2
11309,16
11310,74
11310,41
11310,42
11310,93
11310,105
11311,200
11311,201
11311,16
11311,36
11311,170
11312,7
11312,54
11312,116
11312,3
11312,61
11313,156
11313,4
11313,22
11313,5
11313,89
11314,32
11314,16
11314,21
11314,50
11314,51
11314,1
11314,33
11314,106
11314,170
11315,4
11315,6
11315,7
11315,8
11315,9
11315,10
11315,11
11316,170
11316,139
11316,55
11316,74
11316,112
11317,25
11317,18
11317,75
11317,52
11317,100
11318,1
11318,26
11318,339
11318,3
11318,30
11319,86
11319,36
11319,87
11319,29
11319,89
11320,76
11320,63
11320,299
11320,46
11320,425
11320,82
11320,75
11321,316
11321,8
11321,7
11321,13
11321,160
11322,87
11322,35
11322,246
11322,20
11322,53
11322,30
11322,16
11323,7
11323,55
11323,56
11323,106
11323,75
11323,61
11323,196
11324,43
11324,69
11324,70
11324,71
11324,72
11325,35
11325,55
11325,19
11325,5
11325,56
11325,58
11325,32
11326,137
11326,4
11326,74
11326,41
11326,170
11326,138
11326,11
11327,28
11327,101
11327,165
11327,1
11327,167
11327,17
11327,119
11328,183
11328,35
11328,20
11328,103
11328,17
11329,42
11329,141
11329,30
11329,142
11329,6
11330,100
11330,13
11330,51
11330,240
11330,33
11330,122
11330,111
11331,87
11331,37
11331,10
11331,16
11331,110
11331,58
11331,2
11332,19
11332,58
11332,59
11332,60
11332,210
11333,149
11333,92
11333,37
11333,38
11333,112
11334,363
11334,386
11334,44
11334,364
11334,78
11334,306
11334,367
11334,368
11334,369
11334,370
11334,371
11334,259
11334,433
11335,191
11335,152
11335,13
11335,55
11335,338
11335,136
11335,105
11336,88
11336,30
11336,49
11336,35
11336,19
11337,156
11337,195
11337,97
11337,5
11337,41
11338,28
11338,101
11338,165
11338,1
11338,167
11338,17
11338,119
11339,87
11339,149
11339,100
11339,19
11339,112
11339,50
11339,30
11340,35
11340,26
11340,96
11340,3
11340,61
11341,14
11341,106
11341,29
11341,330
11341,259
11342,50
11342,286
11342,88
11342,30
11342,41
11343,28
11344,101
11344,102
11344,103
11344,104
11344,105
11344,106
11344,6
11345,100
11345,109
11345,4
11345,31
11345,33
11345,51
11345,61
11346,12
11346,14
11346,73
11346,244
11346,74
11347,157
11347,37
11347,74
11347,20
11347,174
11348,149
11348,100
11348,164
11348,119
11348,333
11349,8
11349,139
11349,55
11349,93
11349,137
11349,140
11349,119
11349,50
11349,21
11350,138
11350,205
11350,112
11350,13
11350,148
11350,110
11350,20
11351,206
11351,74
11351,38
11351,72
11352,153
11352,169
11352,12
11352,9
11352,54
11353,65
11353,233
11353,306
11353,132
11353,277
11353,372
11353,78
11353,251
11353,44
11353,129
11353,355
11354,50
11354,110
11354,38
11354,331
11354,332
11354,175
11354,57
11355,20
11355,19
11355,9
11355,173
11355,123
11356,8
11356,74
11356,50
11356,59
11356,120
11357,94
11357,114
11357,115
11357,116
11357,117
11358,19
11358,138
11358,10
11358,59
11358,1
11359,93
11359,24
11359,165
11359,198
11359,114
11360,160
11360,163
11360,32
11360,103
11360,105
11361,29
11361,106
11361,58
11361,165
11362,109
11362,103
11362,10
11362,139
11362,138
11363,98
11363,18
11363,28
11363,55
11363,74
11364,377
11364,38
11364,114
11364,436
11364,197
11365,53
11365,32
11365,166
11365,1
11365,41
11365,110
11367,147
11367,36
11367,6
11367,73
11367,112
11367,16
11367,115
11368,165
11368,163
11368,43
11368,166
11368,155
11368,117
11368,111
11369,13
11369,74
11369,100
11369,61
11369,96
11370,165
11370,169
11370,54
11370,16
11370,35
11371,142
11371,156
11371,86
11371,6
11371,56
11371,52
11371,5
11372,30
11372,38
11372,285
11372,187
11372,144
11372,286
11372,191
11374,210
11374,373
11374,329
11374,347
11374,431
11374,349
11374,306
11374,351
11374,432
11375,34
11375,31
11375,153
11375,107
11375,59
11376,156
11376,1
11376,164
11376,119
11376,113
11377,7
11377,109
11377,246
11377,89
11377,55
11377,157
11377,56
11378,153
11378,27
11378,179
11378,23
11378,353
11379,163
11379,14
11379,430
11379,211
11379,238
11380,153
11380,24
11380,7
11380,154
11380,107
11380,155
11380,95
11381,180
11381,157
11381,107
11381,170
11381,52
11381,58
11381,41
11382,35
11382,52
11382,101
11382,29
11382,123
11382,93
11382,136
11382,9
11382,58
11383,33
11383,73
11383,3
11383,217
11383,229
11384,61
11384,140
11384,139
11384,106
11384,74
11386,461
11386,344
11386,65
11386,439
11386,435
11386,260
11386,253
11386,46
11386,129
11386,163
11386,75
11387,180
11387,14
11387,117
11387,116
11387,56
11387,42
11387,62
11388,426
11388,61
11388,49
11388,105
11388,441
11389,198
11389,197
11389,106
11389,11
11389,162
11390,153
11390,54
11390,27
11390,119
11390,179
11391,190
11391,69
11391,50
11391,10
11391,89
11392,138
11392,142
11392,22
11392,35
11392,98
11392,171
11392,170
11392,160
11392,28
11393,65
11393,233
11393,132
11393,372
11393,43
11394,28
11394,172
11394,15
11394,155
11394,41
11395,16
11395,238
11395,33
11395,30
11395,122
11396,107
11396,177
11396,166
11396,14
11396,31
11397,60
11397,117
11397,7
11397,123
11397,56
11397,103
11397,59
11397,106
11397,62
11398,33
11398,102
11398,69
11398,240
11398,377
11398,165
11398,74
11399,101
11399,75
11399,20
11399,136
11399,43
11399,17
11399,259
11399,347
11399,261
11399,251
11399,262
11400,53
11400,163
11400,62
11400,32
11400,166
11400,1
11400,110
11401,183
11401,35
11401,20
11401,103
11401,17
11402,137
11402,4
11402,74
11402,41
11402,170
11402,138
11402,11
11403,28
11403,1
11403,101
11403,195
11403,52
11403,183
11403,32
11404,28
11404,101
11404,165
11404,1
11404,167
11404,17
11404,119
11405,35
11405,55
11405,19
11405,5
11405,56
11405,58
11405,32
11406,363
11406,44
11406,364
11406,78
11406,306
11406,365
11406,366
11406,367
11406,368
11406,369
11406,370
11406,371
11406,259
11407,28
11407,17
11407,75
11407,21
11407,101
11408,157
11408,37
11408,18
11408,100
11408,29
11408,109
11408,291
11409,87
11409,35
11409,246
11409,30
11409,16
11409,115
11409,118
11410,191
11410,152
11410,13
11410,55
11410,338
11410,136
11410,105
11411,55
11411,18
11411,41
11411,93
11411,397
11412,268
11412,8
11412,7
11412,13
11412,119
11413,76
11413,77
11413,299
11413,80
11413,425
11413,82
11413,438
11414,157
11414,37
11414,18
11414,100
11414,29
11414,109
11414,291
11415,25
11415,18
11415,75
11415,52
11415,100
11416,190
11416,361
11416,7
11416,150
11416,153
11417,28
11417,109
11417,55
11417,53
11417,29
11417,213
11417,118
11418,65
11418,233
11418,306
11418,132
11418,277
11418,372
11418,78
11418,251
11418,44
11418,129
11418,355
11419,153
11419,169
11419,39
11419,73
11419,9
11420,30
11420,139
11420,27
11420,73
11420,100
11421,156
11421,3
11421,4
11421,22
11421,89
11422,7
11422,54
11422,116
11422,3
11422,61
11423,21
11423,74
11423,16
11423,42
11423,93
11424,200
11424,201
11424,16
11424,36
11424,170
11425,1
11425,22
11425,10
11425,23
11425,24
11426,36
11426,87
11426,35
11426,37
11426,38
11426,39
11426,40
11427,24
11427,105
11427,10
11427,30
11427,3
11428,156
11428,1
11428,74
11428,203
11428,119
11428,56
11428,41
11429,29
11429,14
11429,100
11429,157
11429,59
11430,75
11430,30
11430,16
11430,138
11430,109
11431,43
11431,44
11431,45
11431,46
11431,47
11431,48
11431,49
11432,35
11432,101
11432,53
11432,52
11432,160
11433,94
11433,114
11433,115
11433,116
11433,117
11434,8
11434,87
11434,119
11434,59
11434,120
11435,153
11435,139
11435,95
11435,149
11435,79
11436,62
11436,119
11436,73
11436,56
11436,113
11436,41
11436,121
11437,183
11437,54
11437,96
11437,122
11437,377
11438,65
11438,233
11438,132
11438,372
11438,43
11440,205
11440,87
11440,13
11440,148
11440,110
11440,20
11440,98
11441,1
11441,22
11441,10
11441,23
11441,24
11442,100
11442,164
11442,119
11442,97
11442,333
11443,8
11443,139
11443,55
11443,93
11443,137
11443,140
11443,119
11443,50
11443,21
11444,29
11444,18
11444,136
11444,137
11444,153
11444,30
11444,55
11445,101
11445,170
11445,32
11445,136
11445,35
11445,172
11445,50
11446,32
11446,54
11446,38
11446,55
11446,95
11447,39
11447,50
11447,113
11447,62
11447,115
11447,29
11447,93
11447,321
11447,359
11447,360
11447,132
11448,286
11448,88
11448,103
11448,41
11448,14
11449,14
11449,106
11449,29
11449,330
11449,259
11450,1
11450,26
11450,164
11450,339
11450,30
11451,55
11451,100
11451,19
11451,112
11451,105
11451,50
11451,30
11452,73
11452,74
11452,19
11452,119
11452,3
11453,88
11453,30
11453,49
11453,35
11453,19
11454,108
11454,53
11454,174
11454,10
11454,291
11454,30
11454,122
11455,191
11455,152
11455,13
11455,55
11455,338
11455,136
11455,105
11456,36
11456,92
11456,37
11456,38
11456,112
11457,30
11457,190
11457,138
11457,170
11457,238
11457,51
11457,191
11458,100
11458,13
11458,51
11458,240
11458,33
11458,122
11458,111
11459,37
11459,10
11459,16
11459,38
11459,110
11459,58
11459,30
11460,59
11460,93
11460,60
11460,111
11460,210
11461,87
11461,139
11461,98
11461,75
11461,96
11461,53
11461,56
11461,34
11461,115
11461,122
11461,30
11462,6
11462,89
11462,393
11462,291
11462,43
11463,150
11463,16
11463,116
11463,95
11463,151
11464,41
11464,8
11464,73
11464,149
11464,116
11465,28
11465,122
11465,53
11465,59
11465,210
11467,19
11467,10
11467,30
11467,28
11467,13
11468,30
11468,19
11468,109
11468,14
11468,106
11468,4
11468,117
11469,153
11469,4
11469,73
11469,169
11469,165
11469,96
11469,136
11470,112
11470,103
11470,388
11470,389
11470,390
11471,165
11471,43
11471,155
11471,97
11471,117
11471,111
11471,25
11472,153
11472,115
11472,97
11472,73
11472,400
11474,28
11474,1
11474,33
11474,123
11474,190
11475,166
11475,20
11475,30
11475,43
11475,49
11477,25
11477,195
11477,38
11477,56
11477,50
11477,4
11477,194
11478,362
11478,74
11478,381
11479,101
11479,163
11479,170
11479,136
11479,20
11480,35
11480,22
11480,52
11480,217
11480,5
11480,160
11480,32
11481,43
11481,14
11481,89
11481,100
11481,132
11482,104
11482,195
11482,100
11482,4
11482,89
11483,28
11483,172
11483,153
11483,75
11483,41
11484,139
11484,42
11484,69
11484,149
11484,79
11485,33
11485,56
11485,59
11485,35
11485,75
11485,201
11485,105
11486,38
11486,100
11486,7
11486,6
11486,138
11487,147
11487,1
11487,50
11487,38
11487,136
11487,75
11487,32
11488,138
11488,142
11488,22
11488,35
11488,98
11488,171
11488,170
11488,160
11488,28
11489,89
11489,13
11489,10
11489,52
11489,191
11489,75
11489,202
11492,28
11492,165
11492,54
11492,89
11492,62
11493,43
11493,55
11493,34
11493,54
11493,29
11494,149
11494,55
11494,100
11494,19
11494,112
11494,105
11494,50
11495,305
11495,313
11495,260
11495,344
11495,236
11495,307
11495,266
11495,342
11495,467
11495,259
11495,132
11495,84
11495,468
11496,12
11496,6
11496,414
11496,101
11496,196
11497,180
11497,157
11497,218
11497,37
11497,20
11497,113
11497,31
11498,36
11498,25
11498,100
11498,105
11498,32
11498,70
11498,16
11499,317
11499,318
11499,319
11499,320
11499,347
11499,259
11499,28
11499,75
11499,20
11499,160
11499,49
11500,55
11500,96
11500,160
11500,50
11500,28
11502,43
11502,44
11502,45
11502,46
11502,47
11502,48
11502,49
11503,267
11503,77
11503,299
11503,437
11503,424
11503,425
11503,75
11504,107
11504,73
11504,18
11504,56
11504,120
11505,51
11505,37
11505,164
11505,112
11505,4
11506,42
11506,33
11506,20
11506,32
11506,23
11506,35
11506,25
11507,6
11507,24
11507,12
11507,8
11507,25
11507,26
11507,27
11508,163
11508,190
11508,172
11508,33
11508,6
11509,156
11509,51
11509,149
11509,112
11509,113
11510,51
11510,95
11510,240
11510,61
11510,103
11511,138
11511,108
11511,3
11511,10
11511,23
11511,2
11511,16
11512,16
11512,52
11512,75
11512,53
11512,170
11512,30
11512,136
11513,204
11513,205
11513,117
11513,95
11513,171
11514,180
11514,157
11514,28
11514,53
11514,34
11514,52
11514,122
11515,110
11515,35
11515,98
11515,55
11515,19
11515,217
11515,16
11515,62
11515,122
11516,28
11516,19
11516,53
11516,29
11516,49
11516,192
11516,118
11517,206
11517,21
11517,214
11517,29
11517,52
11517,215
11517,216
11518,234
11518,132
11518,265
11518,91
11518,397
11519,74
11519,244
11519,62
11519,6
11519,55
11520,73
11520,58
11520,97
11520,7
11521,175
11521,18
11521,100
11521,39
11521,50
11521,41
11521,176
11522,96
11522,110
11522,100
11522,117
11522,163
11523,86
11523,38
11523,97
11523,29
11523,194
11524,56
11524,325
11524,199
11524,94
11524,12
11525,60
11525,148
11525,88
11525,55
11525,160
11526,62
11526,9
11526,7
11526,115
11526,107
11527,268
11527,8
11527,7
11527,217
11527,475
11528,180
11528,75
11528,211
11528,58
11528,32
11529,18
11529,38
11529,171
11529,120
11529,17
11530,74
11530,140
11530,149
11530,116
11530,51
11531,56
11531,240
11531,21
11531,153
11531,52
11531,238
11531,61
11532,110
11532,73
11532,74
11532,19
11532,39
11533,18
11533,101
11533,164
11533,217
11533,32
11534,300
11534,163
11534,52
11534,299
11534,17
11535,4
11535,173
11535,122
11535,1
11535,74
11536,70
11536,215
11536,123
11536,137
11536,93
11537,73
11537,35
11537,26
11537,96
11537,8
11538,89
11538,163
11538,75
11538,1
11538,15
11538,167
11538,16
11539,73
11539,58
11539,97
11539,7
11541,179
11541,25
11541,50
11541,89
11541,88
11542,156
11542,149
11542,33
11542,117
11542,3
11543,109
11543,38
11543,41
11543,106
11543,179
11543,29
11543,138
11544,73
11544,37
11544,95
11544,310
11544,99
11545,4
11545,31
11545,33
11545,51
11545,61
11545,111
11545,105
11546,101
11546,136
11546,116
11546,123
11546,240
11546,109
11546,4
11547,89
11547,13
11547,10
11547,52
11547,191
11547,33
11547,202
11548,123
11548,55
11548,20
11548,56
11548,12
11549,109
11549,149
11549,96
11549,38
11549,3
11550,28
11550,35
11550,240
11550,4
11550,378
11551,24
11551,31
11551,244
11551,155
11551,240
11552,62
11552,119
11552,160
11552,73
11552,56
11552,113
11552,116
11552,88
11552,41
11553,74
11553,58
11553,30
11553,289
11553,42
11554,163
11554,190
11554,172
11554,33
11554,6
11555,4
11555,103
11555,11
11555,297
11555,116
11555,119
11555,148
11556,211
11556,191
11556,119
11556,41
11557,1
11557,56
11557,50
11557,89
11557,58
11557,16
11557,120
11558,28
11558,53
11558,89
11558,92
11558,58
11558,55
11558,30
11558,93
11558,118
11559,94
11559,114
11559,115
11559,116
11559,117
11560,8
11560,74
11560,50
11560,59
11560,120
11561,20
11561,19
11561,122
11561,9
11561,123
11562,62
11562,160
11562,73
11562,116
11562,88
11563,124
11563,71
11563,26
11563,7
11563,32
11564,133
11564,38
11564,62
11564,134
11564,135
11565,138
11565,205
11565,112
11565,13
11565,148
11565,110
11565,20
11566,42
11566,141
11566,30
11566,142
11566,6
11567,8
11567,139
11567,55
11567,93
11567,137
11567,140
11567,119
11567,50
11567,21
11568,24
11568,1
11568,14
11568,15
11568,17
11569,29
11569,18
11569,13
11569,153
11569,30
11569,55
11569,138
11570,101
11570,102
11570,103
11570,104
11570,105
11570,106
11570,6
11571,107
11571,106
11571,108
11571,60
11571,237
11572,41
11572,106
11572,109
11572,29
11572,259
11573,73
11573,26
11573,3
11573,61
11573,8
11574,110
11574,73
11574,74
11574,39
11574,3
11575,1
11575,18
11575,101
11575,33
11575,60
11575,164
11575,50
11575,217
11575,89
11575,118
11575,32
11576,55
11576,175
11576,96
11576,57
11576,30
11577,87
11577,10
11577,16
11577,38
11577,110
11577,58
11577,30
11578,59
11578,93
11578,60
11578,111
11578,210
11579,1
11579,101
11579,195
11579,88
11579,52
11579,17
11579,32
11580,59
11580,16
11580,9
11580,20
11580,61
11580,62
11580,106
11581,35
11581,55
11581,19
11581,57
11581,58
11581,30
11581,32
11582,43
11582,69
11582,70
11582,71
11582,72
11583,208
11583,56
11583,58
11583,117
11583,27
11584,140
11584,54
11584,74
11584,38
11584,174
11584,41
11584,32
11585,286
11585,106
11585,170
11585,109
11585,100
11585,30
11585,111
11586,92
11586,18
11586,63
11586,93
11586,32
11587,139
11587,213
11587,157
11587,37
11587,18
11587,100
11587,29
11588,36
11588,87
11588,88
11588,29
11588,89
11589,76
11589,77
11589,78
11589,79
11589,46
11589,80
11589,81
11589,82
11589,83
11589,84
11589,85
11590,340
11590,222
11590,219
11590,122
11590,32
11591,25
11591,18
11591,75
11591,52
11591,100
11592,170
11592,25
11592,98
11592,55
11592,38
11592,30
11592,99
11593,4
11593,6
11593,7
11593,8
11593,9
11593,10
11593,11
11594,190
11594,103
11594,8
11594,49
11594,211
11595,50
11595,110
11595,38
11595,175
11595,57
11596,12
11596,13
11596,1
11596,14
11596,15
11596,16
11596,17
11597,1
11597,3
11597,22
11597,10
11597,23
11597,2
11597,16
11598,108
11598,56
11598,120
11599,36
11599,37
11599,38
11599,39
11599,40
11599,41
11599,42
11600,33
11600,20
11600,15
11600,34
11600,32
11600,23
11600,35
11601,6
11601,24
11601,12
11601,8
11601,25
11601,26
11601,27
11602,334
11602,14
11602,100
11602,59
11602,335
11603,43
11603,44
11603,45
11603,46
11603,47
11603,48
11603,49
11604,30
11604,52
11604,53
11604,43
11604,54
11606,25
11606,100
11606,105
11606,32
11606,70
11607,73
11607,1
11607,4
11607,61
11607,120
11608,180
11608,14
11608,117
11608,116
11608,20
11608,56
11608,113
11609,56
11609,240
11609,21
11609,153
11609,52
11609,238
11609,61
11610,179
11610,139
11610,101
11610,3
11610,10
11610,93
11610,122
11611,140
11611,106
11611,8
11611,55
11611,4
11611,181
11611,41
11612,185
11612,186
11612,187
11612,74
11612,188
11613,69
11613,50
11613,10
11613,89
11613,74
11614,142
11614,22
11614,98
11614,171
11614,160
11615,30
11615,165
11615,107
11615,153
11615,33
11616,28
11616,172
11616,153
11616,75
11616,15
11617,57
11617,170
11617,14
11617,38
11617,113
11617,36
11617,115
11617,62
11617,58
11618,111
11618,173
11618,33
11618,117
11618,30
11619,165
11619,54
11619,173
11619,174
11619,30
11620,175
11620,18
11620,100
11620,39
11620,50
11620,41
11620,176
11621,117
11621,7
11621,123
11621,56
11621,59
11622,61
11622,169
11622,74
11622,11
11622,13
11623,28
11623,172
11623,153
11623,75
11623,15
11623,155
11623,41
11624,14
11624,18
11624,75
11624,38
11624,19
11624,88
11624,29
11624,23
11624,93
11626,8
11626,158
11626,100
11626,56
11626,59
11626,25
11626,19
11627,76
11627,159
11627,391
11627,79
11627,46
11627,80
11627,281
11627,132
11627,83
11627,392
11627,282
11628,24
11628,75
11628,20
11628,32
11628,41
11628,105
11628,17
11629,98
11629,18
11629,28
11629,55
11629,74
11631,163
11631,62
11631,32
11631,166
11631,1
11631,110
11632,110
11632,74
11632,98
11632,29
11632,62
11632,115
11632,120
11633,157
11633,73
11633,37
11633,101
11633,95
11634,147
11634,36
11634,73
11634,98
11634,16
11634,42
11634,115
11635,92
11635,3
11635,58
11635,164
11635,2
11635,22
11635,168
11636,165
11636,163
11636,43
11636,166
11636,155
11636,97
11636,25
11637,153
11637,4
11637,73
11637,169
11637,165
11637,96
11637,136
11638,29
11638,13
11638,109
11638,74
11638,61
11639,138
11639,100
11639,39
11639,50
11639,4
11639,41
11639,16
11640,182
11640,286
11640,172
11640,187
11640,184
11640,43
11640,99
11642,10
11642,52
11642,112
11642,37
11642,14
11643,100
11643,117
11643,4
11643,35
11643,107
11643,55
11643,89
11644,145
11644,146
11644,189
11644,59
11644,160
11645,149
11645,166
11645,60
11645,100
11645,4
11645,52
11645,291
11645,59
11645,49
11646,150
11646,16
11646,116
11646,95
11646,151
11647,156
11647,87
11647,1
11647,119
11647,97
11648,153
11648,24
11648,7
11648,154
11648,107
11648,155
11648,95
11649,51
11649,256
11649,289
11649,96
11649,12
11650,157
11650,75
11650,29
11650,49
11650,43
11650,93
11650,283
11651,6
11651,89
11651,393
11651,291
11651,43
11652,110
11652,156
11652,108
11652,35
11652,120
11653,180
11653,75
11653,211
11653,32
11653,86
11653,38
11653,29
11654,10
11654,38
11654,110
11654,30
11654,2
11655,59
11655,93
11655,60
11655,111
11655,210
11656,56
11656,240
11656,21
11656,153
11656,52
11656,238
11656,61
11657,14
11657,75
11657,112
11657,120
11657,30
11658,86
11658,212
11658,8
11658,108
11658,75
11658,38
11658,56
11658,88
11658,192
11658,58
11658,93
11658,31
11658,160
11659,105
11659,4
11659,173
11659,74
11659,146
11660,110
11660,13
11660,73
11660,4
11660,120
11661,163
11661,75
11661,1
11661,167
11661,16
11662,155
11662,117
11662,100
11662,59
11662,56
11663,180
11663,20
11663,95
11663,31
11663,122
11664,8
11664,175
11664,13
11664,97
11664,58
11665,156
11665,8
11665,149
11665,117
11665,120
11666,8
11666,139
11666,55
11666,93
11666,137
11666,140
11666,119
11666,50
11666,21
11667,100
11667,109
11667,33
11667,51
11667,61
11667,111
11667,105
11668,206
11668,35
11668,38
11668,72
11668,74
11669,101
11669,30
11669,136
11669,240
11669,109
11669,94
11669,4
11670,123
11670,55
11670,20
11670,56
11670,12
11671,109
11671,149
11671,37
11671,96
11671,119
11672,160
11672,136
11672,135
11672,207
11672,147
11673,170
11673,29
11673,25
11673,59
11673,138
11674,183
11674,177
11674,116
11674,199
11674,97
11675,106
11675,11
11675,167
11675,6
11675,8
11676,8
11676,87
11676,74
11676,119
11676,50
11677,28
11677,160
11677,89
11677,105
11677,136
11677,211
11677,147
11678,41
11678,111
11678,197
11678,173
11678,198
11679,73
11679,18
11679,56
11679,115
11679,120
11680,156
11680,51
11680,33
11680,3
11680,113
11681,33
11681,20
11681,15
11681,34
11681,32
11681,23
11681,35
11682,14
11682,62
11682,106
11682,122
11682,153
11683,156
11683,108
11683,1
11683,74
11683,203
11683,119
11683,120
11684,51
11684,95
11684,240
11684,61
11684,103
11685,149
11685,88
11685,23
11685,41
11685,160
11686,30
11686,139
11686,26
11686,100
11686,8
11687,204
11687,205
11687,7
11687,13
11687,117
11688,62
11688,96
11688,7
11688,115
11688,107
11689,98
11689,55
11689,193
11689,19
11689,30
11690,28
11690,109
11690,20
11690,53
11690,29
11690,62
11690,118
11691,92
11691,91
11691,63
11691,105
11691,32
11692,28
11692,170
11692,211
11692,51
11692,19
11692,406
11692,234
11692,307
11692,407
11692,270
11692,365
11693,175
11693,18
11693,100
11693,39
11693,4
11693,41
11693,16
11694,43
11694,117
11694,56
11694,96
11694,163
11695,28
11695,17
11695,152
11695,170
11695,19
11695,75
11695,21
11696,139
11696,195
11696,88
11696,10
11696,196
11697,122
11697,123
11697,147
11697,28
11697,138
11697,169
11697,172
11697,33
11697,13
11698,55
11698,19
11698,5
11698,56
11698,57
11698,30
11698,32
11699,25
11699,195
11699,309
11699,56
11699,50
11699,4
11699,194
11700,19
11700,37
11700,217
11700,92
11700,2
11701,136
11701,43
11701,238
11701,75
11701,147
11702,11
11702,70
11702,50
11702,24
11702,167
11703,6
11703,21
11703,25
11703,178
11703,179
11703,3
11703,101
11704,39
11704,22
11704,52
11704,217
11704,5
11704,62
11704,160
11705,202
11705,25
11705,4
11705,73
11705,123
11706,74
11706,108
11706,164
11706,50
11706,23
11707,100
11707,97
11707,137
11707,7
11707,138
11708,101
11708,6
11708,155
11708,173
11708,61
11709,147
11709,1
11709,50
11709,38
11709,136
11709,75
11709,32
11710,55
11710,30
11710,93
11710,118
11710,98
11712,25
11712,14
11712,75
11712,52
11712,100
11713,70
11713,174
11713,50
11713,310
11713,59
11715,198
11715,197
11715,106
11715,11
11715,162
11716,264
11716,55
11716,175
11716,96
11716,30
11717,190
11717,69
11717,50
11717,10
11717,89
11717,191
11717,74
11718,180
11718,116
11718,20
11718,56
11718,113
11718,42
11718,62
11719,21
11719,12
11719,25
11719,96
11719,4
11719,61
11719,122
11720,24
11720,7
11720,6
11720,119
11720,42
11720,155
11720,13
11721,180
11721,157
11721,218
11721,74
11721,38
11721,113
11721,31
11724,107
11724,106
11724,108
11724,74
11724,27
11725,56
11725,138
11725,106
11725,8
11725,6
11726,157
11726,32
11726,41
11726,101
11726,42
11727,180
11727,218
11727,74
11727,38
11727,20
11727,113
11727,31
11728,74
11728,219
11728,220
11728,221
11728,222
11729,6
11729,173
11729,115
11729,39
11729,223
11731,6
11731,166
11731,174
11731,123
11731,97
11732,99
11732,224
11732,225
11732,226
11732,227
11733,30
11733,19
11733,109
11733,14
11733,106
11733,4
11733,117
11734,13
11734,73
11734,26
11734,97
11734,61
11735,153
11735,4
11735,73
11735,169
11735,165
11735,96
11735,136
11736,153
11736,240
11736,38
11736,119
11736,401
11737,8
11737,112
11737,10
11737,1
11737,28
11738,165
11738,163
11738,43
11738,166
11738,155
11738,117
11738,111
11741,1
11741,123
11741,211
11741,190
11741,144
11742,35
11742,22
11742,52
11742,217
11742,5
11742,160
11742,32
11743,242
11743,29
11743,55
11743,106
11744,109
11744,103
11744,10
11744,139
11744,138
11745,142
11745,156
11745,86
11745,6
11745,56
11745,59
11745,89
11746,87
11746,1
11746,56
11746,10
11746,58
11746,16
11746,120
11747,211
11747,191
11747,119
11747,41
11748,38
11748,106
11748,179
11748,31
11748,4
11748,29
11748,138
11749,170
11749,39
11749,29
11749,59
11749,113
11750,101
11750,119
11750,111
11750,65
11750,417
11750,163
11750,89
11751,96
11751,21
11751,244
11751,155
11751,240
11752,157
11752,73
11752,37
11752,101
11752,95
11753,123
11753,55
11753,20
11753,56
11753,12
11753,240
11753,170
11754,206
11754,35
11754,38
11754,72
11754,74
11755,100
11755,109
11755,4
11755,33
11755,51
11755,111
11755,105
11756,156
11756,149
11756,33
11756,117
11756,3
11757,109
11757,38
11757,41
11757,106
11757,179
11757,31
11757,4
11758,180
11758,20
11758,95
11758,31
11758,122
11759,163
11759,75
11759,1
11759,167
11759,16
11760,110
11760,13
11760,73
11760,4
11760,120
11761,105
11761,122
11761,18
11761,1
11761,74
11762,86
11762,212
11762,8
11762,108
11762,75
11762,38
11762,56
11762,113
11762,52
11762,23
11762,30
11762,42
11762,160
11763,108
11763,55
11763,193
11763,19
11763,53
11763,217
11763,30
11763,122
11763,118
11764,38
11764,171
11764,120
11764,93
11764,243
11765,110
11765,74
11765,140
11765,116
11765,51
11766,149
11766,92
11766,37
11766,38
11766,112
11767,138
11767,18
11767,74
11767,75
